admin_code,admin_name,district_name,transport_score,living_score,medical_score,education_score,green_score,cluster_id,cluster_name,selected_k,silhouette_k3,silhouette_k4,silhouette_k5,silhouette_k6,silhouette_k7,silhouette_k8
11110515,청운효자동,종로구,11.290935414544627,9.733565012538472,3.114740804012312,28.42200983661234,0.0,2,한적한 주거형,3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110530,사직동,종로구,30.210548301934608,48.33687728309537,65.60004774134372,107.89481536405218,4.91736922078885,0,"녹지, 교통 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110540,삼청동,종로구,11.49227321163243,10.14024106908744,6.084144641452463,22.308530351992363,3.8421251727879477,2,한적한 주거형,3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110550,부암동,종로구,14.94677078103643,12.309105349088824,1.7584436212984034,26.376654319476053,0.0,2,한적한 주거형,3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110560,평창동,종로구,6.035321242748299,3.2411910377722344,1.6764781229856387,6.594147283743512,0.2462180830712411,2,한적한 주거형,3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110570,무악동,종로구,13.531052593810351,27.0621051876207,13.531052593810347,51.41799985647932,0.0,2,한적한 주거형,3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110580,교남동,종로구,63.4141784239406,37.47201452323763,63.4141784239406,92.23880498027724,0.0,1,"생활편의, 의료 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110600,가회동,종로구,38.89211699655033,42.59612813907893,11.112033427585809,81.48824513562924,2.037291320647009,2,한적한 주거형,3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110615,종로1·2·3·4가동,종로구,30.20059091126841,83.56875841200299,57.505234748853546,153.48519490521343,3.3408253590895702,1,"생활편의, 의료 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110630,종로5·6가동,종로구,33.15832068560959,89.52746585114589,122.68578653675549,71.2903894740606,0.0,1,"생활편의, 의료 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110640,이화동,종로구,26.840665735549734,39.62193513343056,16.615650217245076,94.58139354431812,1.3522838648345865,2,한적한 주거형,3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110650,혜화동,종로구,33.55642561477009,59.16527674183148,23.84272346312612,91.83863852463394,4.4929183940723245,0,"녹지, 교통 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110670,창신1동,종로구,32.750664951730585,111.35226083588398,111.35226083588398,68.77639639863423,0.0,1,"생활편의, 의료 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110680,창신2동,종로구,3.886165256842948,73.83713988001603,34.975487311586534,38.86165256842949,3.911813947538111,2,한적한 주거형,3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110690,창신3동,종로구,32.2825424057445,59.953293039239796,4.611791772249215,41.50612595024294,4.727455509897225,0,"녹지, 교통 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110700,숭인1동,종로구,54.3033122800387,54.3033122800387,58.48049014773398,45.94895654464813,6.082597552044489,0,"녹지, 교통 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11110710,숭인2동,종로구,22.73332661144172,127.87496218935966,53.99165070217408,88.09164061933666,3.081786588763568,1,"생활편의, 의료 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11140520,소공동,중구,45.560742471742955,83.70461988994637,76.2877548364068,58.27536827781076,0.0,1,"생활편의, 의료 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11140540,회현동,중구,40.096814872886796,140.33885205510376,70.16942602755189,34.52781280720808,0.0,1,"생활편의, 의료 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11140550,명동,중구,31.967680168371473,142.30773752371817,195.93094296743809,107.2464108874398,0.0,1,"생활편의, 의료 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11140570,필동,중구,8.192881309475599,30.723304910533496,16.385762618951198,42.32988676562393,0.0,2,한적한 주거형,3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11140580,장충동,중구,13.753473725074992,15.71825568579999,3.9295639214499976,21.612601567974988,0.0,2,한적한 주거형,3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11140590,광희동,중구,36.62488589991675,146.49954359966696,47.47670394433652,71.89329454428102,0.0,1,"생활편의, 의료 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11140605,을지로동,중구,34.34042964499099,125.91490869830028,57.23404940831831,71.95137639902873,0.0,1,"생활편의, 의료 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11140615,신당동,중구,16.82426838442436,132.72478392156995,33.64853676884872,41.12598938414843,0.0,1,"생활편의, 의료 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11140625,다산동,중구,17.1765339183009,62.9806243671033,70.6146394419037,97.33369220370511,0.0,1,"생활편의, 의료 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11140635,약수동,중구,28.784725432783365,47.28919178242981,88.41022811497747,92.52233174823223,0.0,1,"생활편의, 의료 중심형",3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
11140645,청구동,중구,20.433739055972463,37.94837253252029,32.11016137367101,134.2788566535333,0.0,2,한적한 주거형,3,0.30944107227748524,0.29070298612037104,0.2936099592190155,0.25422270879395703,0.2541796637519419,0.2620037407301745
